date_ref,final_value,var_name,smooth_volatility
2021-01-01,2.9810596180330933,BONO_10Y_ALE,35
2020-01-01,2.980409736227132,BONO_10Y_ALE,15
2019-01-01,2.978689960007374,CURVA_EUR_20Y,35
2016-01-01,2.9777321479630263,BONO_10Y_ALE,15
2021-01-01,2.97741942643066,EURIBOR_6M,30
2018-01-01,2.976907476652675,BONO_10Y_ALE,15
2021-01-01,2.9756481769838703,EURIBOR_3M,20
2016-01-01,2.9744732763543493,BONO_10Y_ESP,15
2024-01-01,2.972275522713684,BONO_10Y_ITA,25
2023-01-01,2.9708173093078827,ESTR,15
2020-01-01,2.9683530758652084,FACILIDAD_DEPOSITO,20
2018-01-01,2.967591223353835,FACILIDAD_DEPOSITO,35
2019-01-01,2.9657401696718986,FACILIDAD_DEPOSITO,30
2016-01-01,2.963539330578118,FACILIDAD_DEPOSITO,40
2022-01-01,2.962363380812769,EURIBOR_1M,5
2021-01-01,2.960059408749298,FACILIDAD_DEPOSITO,5
2021-01-01,2.9570221161468067,ESTR,20
2022-01-01,2.956009332406761,BONO_10Y_POR,30
2020-01-01,2.9537253239626193,ESTR,25
2023-01-01,2.953549544543302,BONO_10Y_ITA,0
2017-01-01,2.952009086851761,FACILIDAD_DEPOSITO,35
2003-01-01,2.9500316346431528,ESTR,25
2002-01-01,2.9500316346431528,ESTR,25
2019-01-01,2.9500316346431528,ESTR,25
2001-01-01,2.9500316346431528,ESTR,25
2004-01-01,2.9500316346431528,ESTR,25
2000-01-01,2.9500316346431528,ESTR,25
2018-01-01,2.9500316346431528,ESTR,25
2005-01-01,2.9500316346431528,ESTR,25
2008-01-01,2.9500316346431528,ESTR,25
2015-01-01,2.9500316346431528,ESTR,25
2011-01-01,2.9500316346431528,ESTR,25
2016-01-01,2.9500316346431528,ESTR,25
2014-01-01,2.9500316346431528,ESTR,25
2010-01-01,2.9500316346431528,ESTR,25
2012-01-01,2.9500316346431528,ESTR,25
2007-01-01,2.9500316346431528,ESTR,25
2013-01-01,2.9500316346431528,ESTR,25
2006-01-01,2.9500316346431528,ESTR,25
2017-01-01,2.9500316346431528,ESTR,25
2009-01-01,2.9500316346431528,ESTR,25
2020-01-01,2.9481340363848174,EURIBOR_1M,40
